isocode,date,totalvaccinations,peoplevaccinated,peoplefullyvaccinated,totalboosters,dailyvaccinationsraw,dailyvaccinations,totalvaccinationsperhundred,peoplevaccinatedperhundred,peoplefullyvaccinatedperhundred,totalboostersperhundred,dailyvaccinationspermillion,dailypeoplevaccinated,dailypeoplevaccinatedperhundred
cpv,2021,261225.16666666666,168228.8947368421,95843.3947368421,555673.6153846154,3731,2023.7708333333333,44.03952380952381,28.361052631578946,16.158421052631578,16.012478386167146,3411.7916666666665,1081.53125,0.18236805555555555
cpv,2022,751005.6521739131,350758.95652173914,300661.7826086957,346.1111111111111,10435,1034.6044776119404,126.61173913043478,59.13391304347826,50.68826086956522,0.05888888888888889,1744.19776119403,172.57835820895522,0.029186567164179104
cri,2020,55,55,1541441.8421052631,555673.6153846154,10435,240,0,0,39.972812499999996,16.012478386167146,46,240,0.005
cri,2021,2776698.5555555555,1688883.148148148,1115400.5961538462,82355.66666666667,10435,21282.054794520547,53.59574074074074,32.59888888888889,21.529807692307692,1.5888888888888888,4107.81095890411,10808.016438356164,0.20861917808219177
cri,2022,10460207.264705881,4333197.235294118,4008651.911764706,1862378.6764705882,10435,13347.589041095891,201.9014705882353,83.63911764705882,77.37470588235294,35.948235294117644,2576.386301369863,1768.027397260274,0.03414520547945205
cri,2023,13066314,4625075,4337890.25,2898445.375,10435,3337.863799283154,252.2025,89.27375,83.73,55.945,644.2724014336918,211.91756272401435,0.0038960573476702507
cub,2021,17346321.52403846,6443850.233944954,4914373.129807692,1364251.8181818181,132098.4207920792,134792.93925233645,154.70908653846155,57.47211009174312,43.83043269230769,12.166363636363636,12022.009345794393,45678.81545064378,0.4073733905579399
cub,2022,38313906.18322981,10659344.121495327,9941894.686335403,7141667.798136646,34342.529616724736,33846.76438356165,341.71624223602487,95.0692523364486,88.67049689440994,63.69537267080745,3018.73698630137,804.8904109589041,0.007136986301369863
cub,2023,44319737.11702128,10742272.194444444,10015939.777777778,8727084.81081081,12027.064516129032,8601.589041095891,395.2816489361702,95.80888888888889,89.33077777777778,77.83545945945946,767.1452054794521,183.8931506849315,0.0015123287671232877
cub,2024,45952940.5,10798893.5,10050551.166666666,8789508.166666666,10435,1474.1553398058252,409.8466666666667,96.31166666666667,89.64,78.39333333333333,131.64077669902912,180.33009708737865,0.0013300970873786407
cuw,2021,159073.62380952382,87249.20952380952,71239.41626794258,15848,975.3006134969326,708.9927797833935,83.20928571428571,45.638619047619045,37.264545454545456,8.29,3708.610108303249,325.1696750902527,0.17008664259927797
cuw,2022,249278.67372881356,107616.15677966102,98943.00847457627,42719.50847457627,178.02732240437157,120.23835616438356,130.39453389830507,56.29220338983051,51.75593220338983,22.346101694915255,629.0438356164384,13.68125,0.00726875
cuw,2023,260324,1755701.5,100885,49213,10435,24,136.17,45.03286885245902,52.77,25.74,126,1084.4875428082191,0.027193150684931507
cym,2020,0,0,1541441.8421052631,555673.6153846154,10435,275,0,0,39.972812499999996,16.012478386167146,4002,195,0.284
cym,2021,78547.61458333333,41808.39361702128,37022.56989247312,555673.6153846154,511.3,359.4082191780822,114.29760416666667,60.83734042553191,53.87236559139785,16.012478386167146,5229.928767123288,159.70958904109588,0.23244657534246577
cym,2022,143915.10714285713,60847.142857142855,59267.46153846154,23452.52380952381,10435,51.11232876712329,209.41535714285715,88.54035714285715,86.24307692307693,34.12619047619047,743.6712328767123,8.536986301369863,0.012312328767123288
cym,2023,151633.16666666666,62020.833333333336,60659.166666666664,24064,10435,5.0440771349862255,220.64833333333334,90.24666666666667,88.26833333333333,35.02,73.70523415977961,0.7382920110192838,9.228650137741047e-4
cyp,2021,850678.190140845,453853.58156028367,381429.2086330935,90712.17647058824,6614.5901639344265,4333.821727019498,94.94112676056338,50.65326241134752,42.57021582733813,10.123823529411764,4836.8245125348185,1789.1114206128134,0.19968523676880223
cyp,2022,1734258.7894736843,661509.85,635535.5483870967,425477.34210526315,2471.4,656.1397260273973,193.5536842105263,73.828,70.92935483870967,47.48552631578947,732.2684931506849,72.35342465753425,0.008043835616438356
cyp,2023,1798610,671193,646142,481275,10435,17,200.74,74.91,72.11,53.71,19,4,0
cze,2020,6875.2,6874.6,1,555673.6153846154,2647.5,2730.5,0.064,0.064,0,16.012478386167146,260.25,2730,0.025750000000000002
cze,2021,7315632.232876712,3967441.58630137,3280124.501369863,218236.90265486727,42431.85479452055,42081.10684931507,69.71279452054794,37.806739726027395,31.25704109589041,2.0787020648967554,4009.9890410958906,18676.23287671233,0.17796438356164385
cze,2022,17737023.77197802,6958857.203296703,6864384.596153846,4324103.184065934,8545.173553719009,8868.01095890411,169.02096153846153,66.3126923076923,65.41277472527473,41.205686813186816,845.0575342465753,428.63013698630135,0.00410958904109589
cze,2023,18703749.419254657,6979683.232919254,6895244.9689441,5240784.639751553,1446.2876712328766,1162.8986301369864,178.23335403726708,66.51127329192546,65.70667701863354,49.94046583850932,110.84931506849315,11.101369863013698,0
cze,2024,19044236.993630573,6981923.885350319,6895757.152866242,5578604.866242038,162.34375,102.55868544600939,181.47662420382164,66.53,65.71,53.159745222929935,9.71830985915493,1.4694835680751173,0
deu,2020,104705,104705,1541441.8421052631,555673.6153846154,45625,35505.25,0.126,0.126,39.972812499999996,16.012478386167146,426,35505.25,0.042749999999999996
deu,2021,67926882.45753425,36885358.528767124,30588497.410256412,4310515.461538462,421258.71506849315,418085.0904109589,81.47646575342466,44.24317808219178,36.69005698005698,5.170470085470085,5014.838356164383,171437.1890410959,0.20564383561643837
deu,2022,181365531.49863014,64596161.36438356,63037704.610958904,55865882.12328767,103070.4,106543.3506849315,217.54350684931507,77.48123287671233,75.61213698630137,67.0098904109589,1277.945205479452,6096.901369863013,0.007317808219178082
deu,2023,192017151.1958763,64871453.22680412,63557653.824742265,64669351.432989694,6540.350515463918,6825.7525773195875,230.31958762886597,77.81123711340206,76.2359793814433,77.56907216494845,81.8659793814433,128.41237113402062,0
dji,2021,38844.818181818184,26113.909090909092,16085.777777777777,555673.6153846154,10435,473.2325581395349,3.4654545454545453,2.329090909090909,1.4344444444444444,16.012478386167146,422.07751937984494,390.8062015503876,0.034810077519379846
dji,2022,221420.87179487178,199785.05,168659.17073170733,555673.6153846154,12179,605.4876712328767,19.754871794871796,17.825,15.047073170731707,16.012478386167146,540.2082191780822,606.8904109589041,0.05411780821917808
dji,2023,393359.3333333333,372733.3333333333,352368.3333333333,555673.6153846154,10435,315.5729537366548,35.094166666666666,33.25416666666667,31.438333333333333,16.012478386167146,281.4661921708185,315.5729537366548,0.028455516014234874
dma,2021,33732.86440677966,19410.543859649122,18945.93023255814,555673.6153846154,802.125,181.3188854489164,46.3628813559322,26.678245614035088,26.039767441860466,16.012478386167146,2492.0990712074304,94.70278637770897,0.1301795665634675
dma,2022,63529.13953488372,32171.3488372093,29717.52380952381,3700.7894736842104,10435,34.628571428571426,87.31581395348837,44.21674418604651,40.84452380952381,5.08578947368421,475.91785714285714,10.725,0.01472857142857143
dnk,2020,6.5,6.5,1541441.8421052631,555673.6153846154,10435,167.3846153846154,0,0,39.972812499999996,16.012478386167146,28.384615384615383,167.3846153846154,0.002923076923076923
dnk,2021,5116141.0566037735,2668968.2264150945,2292873.0384615385,262233.4888888889,10435,32072,86.97547169811321,45.37320754716981,38.98,4.457333333333334,5452.317808219178,12826.868493150685,0.21804931506849315
dnk,2022,13374248.134615384,4740596.346153846,4699314.192307692,3543850.769230769,10435,8822.394520547945,227.36596153846153,80.59134615384616,79.88884615384616,60.246923076923075,1499.8246575342466,168.95342465753424,0.0027698630136986304
dnk,2023,14953080.974358974,4746355.692307692,4711752,3616539.435897436,10435,110.59926470588235,254.2071794871795,80.68846153846154,80.10230769230769,61.482564102564105,18.797794117647058,3.172794117647059,0
dom,2021,9103896.264150944,4912521.766037736,3899632.7510204082,877725.0621468927,49206.668,44088.27899686521,81.07633962264151,43.749245283018865,34.72922448979592,7.8166101694915255,3926.319749216301,21755.166144200626,0.19375548589341693
dom,2022,15635382.536741214,7204252.693290735,5967486.335463258,2309292.371794872,6130.5871886120995,5783.528767123287,139.2432587859425,64.15856230031949,53.144376996805114,20.565416666666668,515.0575342465753,998.4356164383562,0.008882191780821919
dom,2023,16291614.372093024,7325473.441860465,6095596.697674419,2546392.930232558,1319.25,713.207182320442,145.0874418604651,65.23837209302326,54.28511627906977,22.677209302325583,63.58563535911602,184.09944751381215,0.0016464088397790055
dza,2021,9258686.9,5322526.65,4669339.1875,19629.333333333332,56928.666666666664,37823.96726190476,20.6205,11.853,10.3975,0.04666666666666667,842.2708333333334,21234.958333333332,0.04730952380952381
dza,2022,14152939.75,7584339,6204359,480888.125,10435,10372.7004048583,31.5175,16.891428571428573,13.815714285714286,1.0675,231.07287449392712,2876.5425101214573,0.006412955465587044
ecu,2021,10857976.036474165,6392932.683890577,4681294.810725552,433340.9726027397,84042.853125,79421.86666666667,60.3187537993921,35.51446808510638,26.005867507886435,2.4073972602739726,4412.060869565217,41139.93913043478,0.22855942028985507
ecu,2022,33869631.8607595,14983304.206751054,13761635.721518988,5678008.139240506,40984.908296943235,32639.854794520546,188.15426160337552,83.23552742616033,76.44902953586498,31.54253164556962,1813.145205479452,3092.964383561644,0.017282191780821916
ecu,2023,39446424.071428575,15325860.07142857,14228713.857142856,10457040.214285715,5540,2815.788888888889,219.13571428571427,85.14,79.04357142857143,58.09214285714286,156.4111111111111,189.2111111111111,0.0010888888888888888
egy,2021,15221737.25,10017588.474576272,5856311.2,555673.6153846154,230975.22222222222,159875.98826979473,13.7145,9.025593220338983,5.276,16.012478386167146,1440.41642228739,99461.05278592375,0.08963049853372435
egy,2022,84977606.23913044,47163132.15909091,34560151.452380955,5545338.105263158,78722,127461.44383561643,76.56347826086956,42.49272727272727,31.138571428571428,4.9965789473684215,1148.4054794520548,54321.767123287675,0.04897534246575343
egy,2023,106413851.38461539,55235439.15384615,41148710.84615385,12547983.923076924,10435,82185.75177304965,95.87692307692308,49.76538461538462,37.074615384615385,11.306923076923077,740.5177304964539,22279.652482269503,0.020085106382978724
esp,2021,38915309.93032787,22233723.168,19472628.219917014,4411461.946428572,308268.42162162164,231761.4404432133,81.82602459016394,46.75008,40.944232365145226,9.276071428571429,4873.171745152355,109902.95290858726,0.23109141274238226
esp,2022,93166950.14942528,40999585.152941175,39471228.63218391,23117462.903614458,174595.64705882352,56390.66849315068,195.8996551724138,86.20858823529412,82.99494252873563,48.60855421686747,1185.7013698630137,4715.323287671233,0.009915068493150684
esp,2023,105252727.27272727,41341902.63636363,40729278.45454545,26492871.818181816,10435,11460.319444444445,221.31181818181818,86.92727272727272,85.64,55.70636363636363,241.02083333333334,123.35416666666667,5.555555555555556e-5
est,2020,1188,1188,35.6,555673.6153846154,571,449.25,0.09000000000000001,0.09000000000000001,0.002,16.012478386167146,339,449.25,0.033999999999999996
est,2021,873991.1071428572,493226.90934065933,413402.78571428574,48654.82777777778,4976.170798898072,4920.210958904109,65.90879120879121,37.19491758241758,31.175274725274726,3.6691666666666665,3710.3698630136987,2301.26301369863,0.17355342465753423
est,2022,2003336.0520547945,862244.2219178082,853877.3232876712,497664.57260273973,801.5013698630137,833.7972602739726,151.07391780821916,65.02287671232877,64.392,37.5293698630137,628.7616438356164,76.27397260273973,0.005767123287671233
est,2023,2119147.176300578,869355.0606936417,861851.1300578035,607605.936416185,197.87125748502993,181.7917808219178,159.80725433526013,65.5593352601156,64.9928034682081,45.82023121387283,137.12876712328767,4.232876712328767,2.5753424657534246e-4
est,2024,2170717.1871657753,870162.2459893049,862700.7647058824,658595.6310160428,22.430379746835442,19.124444444444446,163.69636363636363,65.61957219251337,65.05834224598931,49.6655614973262,14.466666666666667,0.5777777777777777,0
eth,2021,3957147.6244541486,3496753.819047619,1541441.8421052631,555673.6153846154,44666.05633802817,39511.5468164794,3.2075109170305676,2.8340952380952382,39.972812499999996,16.012478386167146,320.2397003745318,33745.52434456929,0.027363295880149813
eth,2022,19909164.653061226,15925969.510204082,22480026.727272727,818805.875,451124.8333333333,116403.19178082192,16.136326530612244,12.908979591836735,18.220909090909092,0.6637500000000001,943.6164383561644,94110.45479452054,0.07622191780821919
eth,2023,57554542.5,46062851.75,39023364.25,3583497.25,10435,90336.54054054055,46.6475,37.332499999999996,31.630000000000003,2.905,732.168918918919,51305.01351351351,0.041344594594594594
fin,2021,4919245.678571428,2504289.9565217393,1649249.3958333333,445150.5,42248,26268.89226519337,88.78357142857143,45.19760869565217,29.765416666666667,8.033,4741.041436464088,11852.71270718232,0.21390883977900552
fin,2022,11625200.152173912,4463658.423728813,4253075,2923019.847826087,27503.90243902439,10007.090410958905,209.81326086956523,80.56118644067797,76.75961538461539,52.755108695652176,1806.123287671233,675.3643835616439,0.012117808219178083
fin,2023,13214227.878787879,4524150.333333333,4346754.833333333,4342337.864864865,10435,482.93698630136987,238.49151515151516,81.65,78.45166666666667,78.37,87.18904109589042,0.5041095890410959,0
fin,2024,13326827.5,4524275.5,4347105.5,4455446.5,10435,203.77777777777777,240.525,81.65,78.46,80.41499999999999,36.666666666666664,3.111111111111111,0
fji,2021,677322.1891891892,419464.2972972973,318024.73333333334,555673.6153846154,28295,4397.321799307959,72.84810810810811,45.115135135135134,34.20366666666666,16.012478386167146,4729.470588235294,2293.7923875432525,0.24671626297577853
fji,2022,1450550.431372549,695868.6862745098,631581.2291666666,150609.2894736842,10435,770.8054794520548,156.01254901960783,74.84294117647059,67.928125,16.19842105263158,829.0164383561644,135.3178082191781,0.014564383561643836
fji,2023,1553380.1176470588,711849.9375,640922.3529411765,171194.4705882353,10435,30.735537190082646,167.07235294117646,76.561875,68.93411764705883,18.41176470588235,33.082644628099175,3.520661157024793,2.7272727272727274e-4
flk,2021,2360.5,1778.5,1746,555673.6153846154,10435,74.74242424242425,62.10333333333333,46.79,45.935,16.012478386167146,19663.863636363636,48.21212121212121,1.2682272727272728
fra,2020,1691.6,1690.6,1.25,555673.6153846154,502.25,570.5,0,0,0,16.012478386167146,8.25,570.25,0.001
fra,2021,55587037.569863014,30631390.071232878,23479168.506849315,2113876.153846154,340394.82465753425,336705.9424657534,81.97120547945205,45.17054794520548,34.62331506849315,3.117094017094017,4965.219178082192,145601.9205479452,0.21472054794520548
fra,2022,145718686.3890411,54452117.90136986,52744951.994520545,39603408.967123285,80030.93698630137,83546.90684931507,214.8830684931507,80.29742465753425,77.78002739726027,58.40095890410959,1232.0191780821917,4102.846575342466,0.006167123287671233
fra,2023,154325247.9842932,54668253.183246076,53179392.85863874,47560006.42408377,5420.094240837696,5753.973821989529,227.57476439790577,80.61659685863874,78.42104712041885,70.13403141361256,84.8848167539267,179.38219895287958,1.7277486910994763e-4
fro,2021,47924.15037593985,26226.18045112782,21311.06766917293,12864.5,491.38461538461536,271.79761904761904,90.22398496240602,49.37511278195489,40.12105263157895,24.22,5117.0297619047615,111.42261904761905,0.20973809523809525
fro,2022,101732.31818181818,41618.681818181816,40781.5,19332.136363636364,319.22222222222223,178.3673469387755,191.52454545454546,78.35318181818182,76.77636363636364,36.39590909090909,3358,5.877551020408164,0.011081632653061224
gab,2021,115687.54347826086,67966.89130434782,52265.47619047619,555673.6153846154,1486,1548.9507042253522,4.843260869565217,2.8445652173913043,2.1876190476190476,16.012478386167146,648.362676056338,864.0633802816901,0.036176056338028166
gab,2022,557927.5,304593.13333333336,252791.29411764705,2110.4666666666667,10435,364.041095890411,23.354375,12.748,10.581176470588236,0.08933333333333333,152.3972602739726,180.35342465753425,0.007561643835616438
gab,2023,572672,311244,257471,2592,10435,0,23.97,13.03,10.78,0.11,0,3,0
gbr,2021,70057548.16853933,38566140.255617976,27669784.651685394,14629009.47311828,367985.48169014085,366775.7436619718,103.77539325842696,57.127303370786514,40.98685393258427,21.669677419354837,5432.9774647887325,140880.45352112676,0.20867323943661972
gbr,2022,144967718.6504065,53127292.27667984,49627785.85770751,38967831.280487806,72275.94693877551,76784.91902834008,214.7389430894309,78.69660079051383,73.51284584980237,57.72252032520325,1137.3724696356276,8247.161417322835,0.012181102362204724
geo,2021,961309.1292134832,550916.6610169491,445537.86075949366,555673.6153846154,9923.957983193277,8530.414383561643,25.673314606741574,14.713276836158192,11.898607594936708,16.012478386167146,2278.2123287671234,4636.845890410959,0.12381164383561644
geo,2022,2792599.7545454544,1553139.7,1239460.0545454544,80818,3569.7402597402597,1539.3671328671328,74.58127272727273,41.47890909090909,33.101727272727274,2.16,411.15384615384613,1052.458041958042,0.02821678321678322
ggy,2021,81143.84444444445,21104,7167.142857142857,555673.6153846154,523.3448275862069,368.64516129032256,128.13055555555556,33.324285714285715,11.315714285714286,16.012478386167146,5821.087976539589,141.46627565982405,0.2231524926686217
ggy,2022,155322.28,54203.25,52428.2,62601,754,134.96033994334277,245.26239999999999,85.59,82.786,98.848,2131.0934844192634,3.1728045325779037,0.005
gha,2021,1738507.9666666666,1307619.6666666667,829990.0625,555673.6153846154,45237.5,26686.160655737705,5.193333333333333,3.9063333333333334,2.48,16.012478386167146,797.1540983606558,19459.67213114754,0.05814426229508197
gha,2022,16444458.64,10274366.82142857,6901438.433333334,1252489.7692307692,10435,37879.232876712325,49.123599999999996,30.691785714285714,20.616,3.7415384615384615,1131.6219178082192,18218.572602739725,0.054449315068493154
gha,2023,23194376.5,13266023,10215560,3986001.5,10435,19929.27868852459,69.29,39.6325,30.517500000000002,11.91,595.4207650273224,7356.51912568306,0.022300546448087433
gib,2021,63386.760765550236,31938.71770334928,30923.831578947367,11609.666666666666,559.9870967741936,312.6478873239437,193.97985645933014,97.74047846889952,94.63468421052632,35.52916666666667,9567.830985915492,123.25633802816901,0.3771718309859155
gib,2022,113719.92156862745,41719.6875,40860.60784313725,31121.019607843136,187.44827586206895,69.13142857142857,348.01254901960783,127.6725,125.04411764705883,95.23882352941176,2115.9085714285716,2.56,0.007802857142857143
gin,2021,1147998.2362204725,724495.9562043796,371569.14960629924,555673.6153846154,17148.14285714286,10165.534545454546,8.283149606299213,5.227664233576642,2.681259842519685,16.012478386167146,733.48,6721.170731707317,0.0484808362369338
gin,2022,5478159.731707317,3952864.6774193547,2135863.75,116450.85714285714,50607.4,17203.460273972603,39.526585365853656,28.521612903225808,15.410277777777777,0.84,1241.2438356164384,12246.134246575342,0.08837808219178082
gin,2023,10743402.166666666,7743304.666666667,4839729.333333333,318609.1666666667,10435,10847.352059925093,77.51833333333333,55.87,34.92166666666667,2.296666666666667,782.7378277153558,8541.47191011236,0.061737827715355804
gmb,2021,152909.45454545456,136057.0303030303,164838.625,555673.6153846154,429,997.9494949494949,5.651212121212121,5.027272727272727,6.092083333333333,16.012478386167146,368.7979797979798,891.4545454545455,0.032892255892255896
gmb,2022,646081.1666666666,418109.71428571426,354325.14285714284,12342.4,10435,2588.695890410959,23.876666666666665,15.452857142857143,13.092857142857143,0.454,956.5479452054794,914.7808219178082,0.033638356164383564
gmb,2023,1444492,674314,495453.5,42130.25,10435,2616.6666666666665,53.38,24.92,18.310000000000002,1.5574999999999999,966.9871794871794,944,0.035
gnb,2021,211487.6923076923,199015.1923076923,13512.125,555673.6153846154,1658,1756.5064377682404,10.045,9.451538461538462,0.64125,16.012478386167146,834.274678111588,1657.3648068669527,0.07874678111587984
gnb,2022,510509.6818181818,474199.45454545453,246128.3,345.6666666666667,10435,491.7808219178082,24.245454545454546,22.52090909090909,11.6905,0.016666666666666666,233.46301369863014,420.6191780821918,0.01983835616438356
gnb,2023,705543.5454545454,643750.5,451415.7,22476.5,10435,1129.6840277777778,33.50727272727273,30.576,21.439,1.0699999999999998,536.4756944444445,703.8611111111111,0.03343402777777778
gnq,2021,311682.0588235294,180679.26865671642,131558.9552238806,555673.6153846154,639,1543.7862068965517,18.608823529411765,10.786716417910448,7.854626865671642,16.012478386167146,921.7275862068966,843.5413793103448,0.05036551724137931
gnq,2022,474015.8333333333,262288.75,207203.75,3957,10435,172.17073170731706,28.300833333333333,15.66,12.36875,0.234,102.92682926829268,99.28780487804877,0.005907317073170731
grc,2020,1396.25,1396.25,1541441.8421052631,555673.6153846154,630.6666666666666,633,0.0125,0.0125,39.972812499999996,16.012478386167146,61,633,0.006
grc,2021,7889355.910404624,4202022.485549133,3783621.1480362536,992704.9541284404,50644.35779816514,47155.65753424657,75.96907514450866,40.46248554913295,36.4338670694864,9.559266055045871,4540.745205479452,20370.15068493151,0.19615342465753424
grc,2022,20886628.72328767,7885809.8438356165,7576020.635616438,6003277.323287671,12459.276712328767,13150.704109589042,201.1232602739726,75.93512328767123,72.95194520547945,57.80706849315069,1266.3506849315067,1360.8,0.013038356164383562
grc,2023,22136524.82404692,7935322.193548387,7645637.269794721,7134515.258064516,873.7507886435332,773.6191780821918,213.15926686217009,76.41181818181818,73.62184750733138,68.70038123167156,74.48219178082192,13.016438356164384,0
grc,2024,22444779.06569343,7937720.751824818,7647011.6496350365,7439128.496350365,1185.982905982906,973.2303370786517,216.12737226277372,76.43532846715328,73.6375912408759,71.63335766423357,93.69101123595506,5.320224719101123,0
grd,2021,35181.188679245286,21317.849056603773,16289.444444444445,555673.6153846154,345.6666666666667,245.93808049535605,28.041132075471698,16.99188679245283,12.984,16.012478386167146,1960.3003095975232,128.59442724458205,0.10246749226006192
grd,2022,87952.49019607843,43472.82352941176,38158.19607843137,6564.377777777778,61,30.663013698630138,70.10509803921569,34.65117647058823,30.415098039215685,5.232,244.4904109589041,7.487671232876712,0.006
grd,2023,90686,44241,39034,7411,10435,1,72.28,35.26,31.11,5.91,8,0,0
grl,2021,43943.45217391304,25772.678260869565,18337.043859649122,555673.6153846154,645.9402985074627,225.27218934911244,77.78373913043478,45.62052173913043,32.458333333333336,16.012478386167146,3987.5029585798816,112.45266272189349,0.19913905325443787
grl,2022,79469.78571428571,41112.769230769234,38358.933333333334,555673.6153846154,14.5,16.726027397260275,140.6692857142857,72.77384615384615,67.89866666666667,16.012478386167146,296.16438356164383,10.58904109589041,0.018726027397260276
gtm,2021,4144249.7647058824,2677938.5743944636,1566050.711111111,77520.16666666667,37981.19064748201,36363.68284789644,23.224982698961938,15.00757785467128,8.776518518518518,0.43416666666666665,2037.8381877022653,21073.003236245953,0.11806472491909385
gtm,2022,15754364.49074074,7654963.824074074,5869307.009259259,2230093.657407407,59771.61224489796,23900.024657534246,88.29,42.89907407407407,32.892407407407404,12.497685185185185,1339.3808219178081,6430.857534246576,0.03601095890410959
gtm,2023,20162839.1875,8896720.75,7080397.75,4185720.6875,7837,3051.378787878788,112.994375,49.860625,39.680625,23.458125,171,585,0.0033484848484848484
guy,2021,455284.0568181818,289831.2159090909,179439.24691358025,8423.666666666666,2851.5,2214.7739938080495,56.296704545454546,35.83829545454545,22.188024691358024,1.04,2738.6160990712074,1271.7863777089783,0.15730650154798761
guy,2022,849928.9189189189,457356.9534883721,343815.2702702703,55341.16279069767,29706,660.4164383561643,105.09405405405406,56.553023255813955,42.513513513513516,6.8423255813953485,816.7315068493151,230.03013698630136,0.02844931506849315
guy,2023,960133,495285,381984,82864,10435,84,118.72,61.24,47.23,10.25,104,21,0.003
hkg,2021,5264914.864516129,2828815.9451612905,2425583.299674267,41972.318725099605,32273,31666.214743589742,70.30325806451613,37.77358064516129,32.38915309446254,0.5598804780876494,4228.432692307692,15601.641025641025,0.20833974358974358
hkg,2022,16830426.326923076,6531974.642857143,6162172.362637362,4136279.3214285714,28685.504132231406,28520.813698630136,224.73961538461538,87.22239010989011,82.28472527472528,55.232472527472524,3808.413698630137,5599.967123287671,0.0747972602739726
hkg,2023,20760828.75494071,6915354.968379446,6798480.984189724,7046992.802371541,2442.409756097561,1740.4876712328767,277.22233201581025,92.34201581027668,90.78138339920949,94.09964426877471,232.4054794520548,29.898630136986302,2.6575342465753426e-4
hkg,2024,20980463.30612245,6919178.020408163,6802684.3877551025,7258600.897959184,1018.2222222222222,417.695067264574,280.15591836734694,92.39285714285714,90.8369387755102,96.92571428571429,55.7847533632287,7.381165919282512,0
hnd,2021,2734172.3584905663,1513843.8863636365,1192852.6,295089.3333333333,32718,31107.875816993463,26.206981132075473,14.510454545454545,11.434,2.83,2981.767973856209,15991.990196078432,0.15327450980392157
hnd,2022,13846800.108108109,5975712.586206896,5263832.375,2686034.3125,10435,20008.956164383562,132.72324324324325,57.27793103448276,50.4540625,25.7459375,1917.876712328767,4248.6547945205475,0.04072876712328767
hnd,2023,16942341.333333332,6520962.909090909,5813245.454545454,4644687.25,10435,1090.7757847533633,162.39,62.50363636363636,55.72090909090909,44.519999999999996,104.3542600896861,672.6816143497758,0.006412556053811659
hrv,2020,7864,7864,1541441.8421052631,555673.6153846154,10435,1105,0.2,0.2,39.972812499999996,16.012478386167146,274,1105,0.027
hrv,2021,2525594.498194946,1409259.205882353,1004194.0236966824,555673.6153846154,14329.691964285714,12824.161643835616,62.6641155234657,34.96625,24.915924170616115,16.012478386167146,3181.8712328767124,6163.224657534247,0.1529205479452055
hrv,2022,5234609.972560976,2311436.84,2236683.430976431,594785,2007.3545150501673,1827.3780821917808,129.8794207317073,57.35076923076923,55.49582491582492,14.76,453.4246575342466,179.08219178082192,0.004517808219178083
hrv,2023,5360371.22368421,2321307.6,2251170.5753424657,555673.6153846154,143.72972972972974,62.725903614457835,132.9996052631579,57.59506666666667,55.85520547945205,16.012478386167146,15.539156626506024,7.117469879518072,1.0240963855421687e-4
hti,2021,60717.770833333336,43647.354166666664,17719.31914893617,555673.6153846154,2438.4117647058824,1180.857142857143,0.5241666666666667,0.3775,0.15170212765957447,16.012478386167146,101.88690476190476,744.7083333333334,0.0064285714285714285
hti,2022,310266.28125,215503.4375,140978.875,555673.6153846154,10435,862.8191780821918,2.679375,1.86125,1.2175,16.012478386167146,74.43561643835616,760.013698630137,0.00650958904109589
hti,2023,608011.5714285715,471755.28571428574,305092.5714285714,555673.6153846154,10435,462.3168044077135,5.247142857142857,4.071428571428571,2.632857142857143,16.012478386167146,40.07162534435262,330.75482093663913,0.002909090909090909
hun,2020,1094,1755701.5,1541441.8421052631,555673.6153846154,10435,6202,0.01,45.03286885245902,39.972812499999996,16.012478386167146,622,1084.4875428082191,0.027193150684931507
hun,2021,4094245.230769231,4060747.062962963,3347477.3925925926,1544136.5411764707,65168.535433070865,41524.25753424658,41.07678321678322,40.74081481481481,33.58455555555555,15.491764705882353,4165.994520547945,17680.63976945245,0.17737175792507204
hun,2022,16142624.52631579,6385962.043859649,6156986.333333333,3943926.8245614036,10435,4560.298816568047,161.95631578947368,64.0688596491228,61.77166666666667,39.568333333333335,457.31360946745565,450.6481994459834,0.004512465373961219
idn,2021,89238259.58805971,55520501.12238806,34332671.993920974,555673.6153846154,838248.0492307693,764999.3484419263,32.391253731343284,20.1524776119403,12.461823708206687,16.012478386167146,2776.71671388102,448384.7450424929,0.16277903682719547
idn,2022,385545122.19166666,191952236.66463414,150494514.0755814,30571231.858333334,691835.1666666666,475318.8438356164,139.94158333333334,69.6740243902439,54.625813953488375,11.097083333333334,1725.2986301369863,124269.64383561644,0.045082191780821915
idn,2023,447072826.75,203949926,174377614,68880517,10435,14380.978593272172,162.2775,74.0275,63.295,24.997500000000002,51.993883792048926,2371.9847094801225,5.81039755351682e-4
imn,2021,88574.27403846153,50601.502538071065,36105.417085427136,42211.42857142857,603.5416666666666,504.7761627906977,104.77923076923076,59.85944162436548,42.71090452261306,49.932857142857145,5971.28488372093,194.38235294117646,0.22992058823529413
imn,2022,186458.87931034484,69294.46551724138,66434.93103448275,50729.48275862069,168.78947368421052,76.0919540229885,220.57258620689655,81.97275862068966,78.5898275862069,60.01068965517241,900.0114942528736,4.64367816091954,0.005471264367816092
ind,2021,512113372.87941176,361119445.9411765,165073746.49196142,555673.6153846154,4193255.8145896657,4081357.0942857144,36.13608823529412,25.48185294117647,11.648102893890675,16.012478386167146,2879.9485714285715,2402971.16,0.1695657142857143
