isocode,date,totalvaccinations,peoplevaccinated,peoplefullyvaccinated,totalboosters,dailyvaccinationsraw,dailyvaccinations,totalvaccinationsperhundred,peoplevaccinatedperhundred,peoplefullyvaccinatedperhundred,totalboostersperhundred,dailyvaccinationspermillion,dailypeoplevaccinated,dailypeoplevaccinatedperhundred
ind,2022,1973763647.782486,1000057128.0225989,875636242.6497176,101783470.36070381,2100319.3554913295,2117057.6465753424,139.2747175141243,70.56709039548022,61.787542372881354,7.182111436950146,1493.8602739726027,511259.3315068493,0.036043835616438355
ind,2023,2206240134.0890803,1027392864.4885057,951909501.0780346,226936182.06628242,16744.4110787172,16508.101369863012,155.67692528735634,72.49775862068965,67.16780346820809,16.012478386167146,11.561643835616438,671.2,2.7397260273972604e-6
ind,2024,2206832221.2788463,1027433717.3990148,951989564.3989899,227407443.50251257,539.9702970297029,511.9555555555556,155.72,72.5,67.18,16.046482412060303,0.3288888888888889,80.24888888888889,0
irl,2021,6560617.52,3421732.097777778,3037689.7244444443,696770.1875,32741.16591928251,32471.47111111111,130.60897777777777,68.11973333333333,60.47431111111111,13.8709375,6464.44,9731.106666666667,0.19374222222222223
irl,2022,10898845.541436464,4089152.8204419888,4031313.3370165746,3019653.082872928,3450.7186629526464,3723.0493150684933,216.97411602209945,81.40687845303867,80.25538674033149,60.11516574585635,741.1753424657534,474.9698630136986,0.00949041095890411
irl,2023,11129634.383522727,4110341.3068181816,4064595.053977273,3195999.9515669513,104.97947214076247,100.32876712328768,221.56880681818183,81.82894886363637,80.91786931818183,63.62592592592593,19.958904109589042,10.317808219178081,7.671232876712329e-5
irl,2024,11146854.225,4111669.908333333,4065535.7083333335,3210951.6083333334,26.963963963963963,22.984732824427482,221.91183333333333,81.85358333333333,80.93925,63.924416666666666,4.633587786259542,5.061068702290076,5.3435114503816794e-5
irn,2021,38486053.87037037,23828918.735849056,16275077.06122449,717331.3636363636,423284.85714285716,358866.41104294476,43.462407407407404,26.909622641509433,18.38061224489796,0.8090909090909091,4052.70245398773,182771.69938650308,0.20636503067484663
irn,2022,143193277.74380165,63145158.91869919,56252859.26612903,23206303.971428573,231913.5394736842,103641.82191780822,161.70809917355373,71.30983739837399,63.52612903225806,26.207238095238097,1170.5397260273974,15179.005479452055,0.017158904109589042
irn,2023,155334614.57142857,65178387.8,58564816.266666666,28800390.5,10435,1962.3818181818183,175.41857142857143,73.60333333333334,66.13533333333334,32.525,22.242424242424242,247.76060606060605,1.9090909090909092e-4
irq,2021,5892358.285714285,4295265.363636363,3358871.153846154,555673.6153846154,9985,46480.88852459016,13.242857142857142,9.652424242424242,7.547692307692308,16.012478386167146,1044.5967213114754,27864.92131147541,0.06256393442622951
irq,2022,17733926.086956523,10353925.456521738,7213025.130434782,212226.90322580645,16843,14744.01095890411,39.85478260869565,23.269782608695653,16.21,0.4774193548387097,331.3232876712329,7772.621917808219,0.01747945205479452
irq,2023,19557364,11332925,7944775,275280,10435,399,43.95,25.47,17.85,0.62,9,0,0
isl,2020,4875,4875,1541441.8421052631,555673.6153846154,10435,63,1.31,1.31,39.972812499999996,16.012478386167146,169,40,0.011
isl,2021,304775.3524590164,167930.11475409835,136144.88524590165,89334.8918918919,5507.468085106383,1947.6657534246576,81.72959016393443,45.03286885245902,36.50926229508197,23.956486486486487,5222.964383561643,776.0027397260274,0.20810684931506848
isl,2022,776585.052631579,304978.4736842105,287193,235089.52631578947,10435,1018.6022727272727,208.2521052631579,81.78421052631579,77.0164705882353,63.043157894736844,2731.534090909091,246.5,0.06606818181818182
isr,2020,340519.3846153846,340514.92307692306,4.461538461538462,555673.6153846154,82687.08333333333,52570.083333333336,3.603846153846154,3.603846153846154,0,16.012478386167146,5563.583333333333,52570.083333333336,0.5564166666666667
isr,2021,11435524.487671234,5371327.8438356165,4717514.202739726,2671408.1032608696,43271.594520547944,44241.19726027397,121.02367123287671,56.84545205479452,49.92613698630137,28.271358695652175,4682.131506849315,16408.14794520548,0.17364657534246575
isr,2022,18171629.61971831,6712270.608450704,6138321.805633803,5321037.205633803,5175.07536231884,5183.643835616438,192.3127605633803,71.0367323943662,64.96261971830985,56.313014084507046,548.5753424657535,460.2821917808219,0.004873972602739726
isr,2023,18640284.10619469,6722776.902654868,6159224.796460177,5758282.407079646,370.36893203883494,353.1209677419355,197.27230088495574,71.14761061946903,65.18451327433628,60.94061946902655,37.32258064516129,7.612903225806452,0
ita,2020,16207.6,16207.6,1541441.8421052631,555673.6153846154,8369,3418.75,0.026000000000000002,0.026000000000000002,39.972812499999996,16.012478386167146,57.75,3418.75,0.00575
ita,2021,50354711.857534245,27723093.791780822,22129096.73756906,5082433.3,305094.7534246575,301072.0410958904,85.29268493150686,46.95854794520548,37.483314917127075,8.608818181818181,5099.684931506849,132441.88767123286,0.22432876712328767
ita,2022,137312152.99726027,50739678.2,47587788.471232876,40524720.087671235,89446.78356164384,93443.85479452055,232.58476712328766,85.94490410958905,80.60594520547946,68.64202739726028,1582.772602739726,7063.813698630137,0.01192054794520548
ita,2023,144554642.68646866,50935257.07920792,47945610.98679868,47684783.67326733,1950.97212543554,1879.271875,244.8521122112211,86.27752475247524,81.20937293729372,80.7703300330033,31.853125,25.165625,0
jam,2021,801060.7857142857,508317.71428571426,357931.91346153844,4082,5898.030303030303,4073.1784511784513,28.332410714285714,17.978214285714287,12.65951923076923,0.14750000000000002,1440.6599326599326,2417.131313131313,0.08547811447811447
jam,2022,1402980.270718232,789877.3736842105,680037.9109947644,34558.407216494845,1497.9406779661017,833.4493150684932,49.621160220994476,27.93673684210526,24.05193717277487,1.2222680412371134,294.77260273972604,363.8712328767123,0.012857534246575342
jam,2023,1522489.125,855152.28125,755592.78125,45947.46875,10435,78.71014492753623,53.8484375,30.2453125,26.72375,1.6271875,27.86231884057971,59.018115942028984,0.0019927536231884057
jey,2021,141575.61971830987,70990.67605633802,61408,25060.115384615383,10435,567.7294520547945,127.78056338028169,64.07352112676057,55.42366197183099,22.618846153846153,5124.109589041096,145.37671232876713,0.13120890410958905
jey,2022,236621.82142857142,83333.78571428571,80230.33928571429,68073.96363636364,10435,157.63287671232877,213.565,75.21375,72.41267857142857,61.440363636363635,1422.7123287671234,8.271232876712329,0.007591780821917808
jey,2023,266691.2,84356,81864.6,73647.8,10435,21.482758620689655,240.704,76.136,73.888,66.472,193.93103448275863,0.8620689655172413,8.620689655172414e-4
jor,2021,5787550.52631579,3195615.5555555555,2664049.7849462368,555673.6153846154,29382.013793103448,23475.648725212464,51.28131578947369,28.315291005291005,23.605537634408602,16.012478386167146,2080.1359773371105,12297.362606232295,0.10894050991501417
jor,2022,9736351.695652174,4724118.739130435,4421538.545454546,657155.625,16423,7619.957081545064,86.2704347826087,41.85782608695652,39.17727272727273,5.823125,675.2660944206009,2093.274678111588,0.01859656652360515
jpn,2021,99416651.95348836,53850130.1461794,47745147.96515679,408567.67741935485,692535.0103092784,636808.4164037855,80.20611295681063,43.4446511627907,38.5190243902439,0.33064516129032256,5137.552050473186,319279.3501577287,0.25756466876971607
jpn,2022,288479722.40821916,103412167.18630137,101915326.94520548,83152228.27671233,469024.06575342466,467911.10410958907,232.73553424657536,83.42942465753424,82.22208219178083,67.08410958904109,3774.945205479452,9173.295890410958,0.007380821917808219
jpn,2023,381273091.1968504,104664205.14173229,103311789.2992126,173297096.7559055,83326.58267716535,87308.82677165355,307.597874015748,84.43952755905512,83.34818897637795,139.8103149606299,704.3700787401575,1185.5669291338584,8.818897637795275e-4
kaz,2021,10583136.139917696,5821089.4238683125,4801565.77593361,555673.6153846154,68829.59192825112,52217.077844311374,54.55765432098765,30.00888888888889,24.752697095435686,16.012478386167146,2691.9071856287424,26835.730538922155,0.1383443113772455
kaz,2022,18772719.407407407,9744081.121951219,9438553.444976076,2384794.9444444445,66139.62,43420.830136986304,96.7762962962963,50.232439024390246,48.65717703349282,12.293888888888889,2238.364383561644,5190.635616438356,0.026775342465753426
kaz,2023,38355605,10858101,10629063,555673.6153846154,10435,41222,197.73,55.98,54.79,16.012478386167146,2125,210,0.001
ken,2021,3256500.297029703,2074021.234375,1210495.2471264368,5280,36348.28758169935,32392.168874172185,6.027475247524753,3.8390625,2.2404597701149425,0.01,599.5099337748344,19961.96357615894,0.03698344370860927
ken,2022,15466983.4,9283305.697674418,7023960.50617284,356232.60714285716,99151.73214285714,36481.51780821918,28.628117647058822,17.183023255813954,13.000493827160494,0.6596428571428571,675.2356164383561,22468.780821917808,0.04166027397260274
ken,2023,23388350.5,14338714.25,10958527.75,1864041.75,10435,6807.326086956522,43.292500000000004,26.54,20.2825,3.45,125.91304347826087,2761.7065217391305,0.00525
kgz,2021,1421331.0127388535,828086.8846153846,603189.8918918918,555673.6153846154,11133.433566433567,8055.848920863309,21.4356050955414,12.489166666666666,9.097027027027027,16.012478386167146,1214.9496402877699,4402.482014388489,0.06643884892086331
kgz,2022,3046188.686781609,1532057.7104477612,1293663.172881356,555673.6153846154,3124.910447761194,3090.1643835616437,45.94109195402299,23.105910447761193,19.510406779661018,16.012478386167146,466.0602739726027,1130.5890410958905,0.017043835616438355
kgz,2023,3505753.8311688313,1681318.4848484849,1384057.7012987013,555673.6153846154,1244.263392857143,1137.8685258964144,52.872121212121215,25.356883116883118,20.873419913419912,16.012478386167146,171.59362549800798,386.38645418326695,0.005800796812749004
khm,2021,13542041.517350158,7158644.384858044,6344582.712418301,1546584.486111111,97753.98376623377,93313.14153846154,80.7617665615142,42.69290220820189,37.837450980392155,9.223263888888889,5565.006153846154,43860.13538461539,0.2615723076923077
khm,2022,35622599.28333333,14688506.787878787,13993375.358778626,7111289.666666667,65718.70103092784,40754.92054794521,212.44575,87.59878787878787,83.45389312977099,42.410493827160494,2430.4657534246576,2707.3698630136987,0.016175342465753424
khm,2023,46807448.75,15285417.916666666,14656732.333333334,10634440.583333334,10435,7184.172602739726,279.15,91.15958333333333,87.40958333333333,63.42208333333333,428.44657534246574,206.80547945205478,0.0013616438356164383
kir,2021,41969.5,33372.5,10746.25,555673.6153846154,10435,472.5399061032864,31.979,25.427,8.1875,16.012478386167146,3600.652582159624,308.1830985915493,0.23488262910798122
kir,2022,149037.14285714287,82166.07142857143,58439,13116.555555555555,10435,284.05753424657536,113.56357142857142,62.61,44.528571428571425,9.996666666666666,2164.5972602739726,89.62191780821918,0.06832602739726028
kir,2023,217681,100253.5,80655,36772.5,10435,304.6666666666667,165.87,76.39,61.455,28.02,2321.607843137255,57,0.04331372549019608
kna,2021,38551,21474.372881355932,18856.830188679247,1202.3333333333333,936.1428571428571,178.55448717948718,80.85174603174603,45.03762711864407,39.54735849056604,2.5233333333333334,3744.7147435897436,91.48076923076923,0.19192948717948718
kna,2022,58558.53846153846,29602.384615384617,26195.384615384617,2760.769230769231,10435,28.538690476190474,122.81461538461538,62.08538461538461,54.94076923076923,5.7907692307692304,598.7083333333334,18.055718475073313,0.03804692082111437
kor,2021,37794644.69579288,21584035.330097087,15524982.223300971,1147418.6019417476,337354.7824675325,330552.1168831169,72.94045307443366,41.655501618122976,29.96190938511327,2.2140776699029128,6379.340909090909,142186.29545454544,0.27440909090909094
kor,2022,124110369.87826087,44652316.49041096,44159123.82739726,36109241.1942029,74637.24709302325,80369.21098265896,239.52257971014492,86.17523287671233,85.22317808219178,69.68756521739131,1551.0520231213873,2628.4,0.004997260273972603
kor,2023,3000000,44779121.73287671,44364566.61643836,555673.6153846154,10435,3862.431818181818,81.82602459016394,86.42,85.61924657534246,16.012478386167146,868.9236111111111,110.5958904109589,0
kwt,2020,2500,1755701.5,1541441.8421052631,555673.6153846154,10435,1121,0.06,45.03286885245902,39.972812499999996,16.012478386167146,263,1084.4875428082191,0.027193150684931507
kwt,2021,3522084.761904762,2293368.6153846155,1805362.3076923077,244799,11920,19012.649315068495,82.50619047619048,53.723076923076924,42.29153846153846,5.734999999999999,4453.7945205479455,10106.42946708464,0.23652664576802507
kwt,2022,7909312.172413793,3417000.7118644067,3303926.4482758623,1370983.9047619049,6273.5,3599.353424657534,185.27862068965518,80.04474576271187,77.39551724137931,32.11595238095238,843.1561643835616,330.413698630137,0.007715068493150685
kwt,2023,8259990.645161291,3456923.85483871,3345567.1129032257,1457499.677419355,66.66666666666667,16.21818181818182,193.49274193548388,80.9791935483871,78.37016129032259,34.14,3.790909090909091,7.36060606060606,9.393939393939395e-5
lao,2021,1791701.8115942029,1282452.243902439,864077.1216216217,555673.6153846154,38712.11111111111,24346.657439446368,23.795942028985507,17.03219512195122,11.47608108108108,16.012478386167146,3233.546712802768,15338.930795847751,0.2037993079584775
lao,2022,10113481.5,5468862.955555555,4617953.222222222,555673.6153846154,26616.444444444445,18107.551569506726,134.31863636363636,72.63266666666667,61.33177777777778,16.012478386167146,2404.8385650224213,6361.941704035875,0.0844798206278027
lbn,2021,1869196.420338983,1133002.293040293,872946.8388278388,278337.7272727273,13999.864768683274,13490.57320872274,34.04867796610169,20.63831501831502,15.901794871794872,5.07,2457.4267912772584,7283.861486486487,0.1326554054054054
lbn,2022,5169898,2510669.824427481,2145131.272727273,513724.4887218045,11330.367924528302,4175.314606741573,94.17375939849624,45.733969465648855,39.074924242424245,9.35781954887218,760.5870786516854,1441.0926966292134,0.026213483146067414
lbr,2021,250190.9090909091,217178.7619047619,223670.29411764705,555673.6153846154,5044.5,3785.5450643776826,4.719090909090909,4.095238095238095,4.2176470588235295,16.012478386167146,713.7038626609442,3803.025751072961,0.07178111587982833
lbr,2022,3243761.3333333335,2844211.625,2557429.125,1935.642857142857,10435,10228.133333333333,61.172666666666665,53.636875,48.228125,0.039285714285714285,1928.8985507246377,8607.959420289855,0.1623768115942029
lby,2021,1458033.0566037735,1166122.6923076923,439423.82857142854,555673.6153846154,27204.333333333332,10389.445736434109,21.40301886792453,17.117884615384614,6.450571428571428,16.012478386167146,1525.0426356589148,7215.488372093023,0.10597286821705426
lby,2022,3360248.4655172415,2170892.5084745763,1105831.8305084745,102219.87234042553,5668.666666666667,2924.9397260273972,49.32465517241379,31.86694915254237,16.232372881355932,1.5004255319148936,429.3068493150685,1277.8931506849315,0.018775342465753426
lby,2023,3739158,2316327,1236102,186729,10435,218,54.89,34,18.15,2.74,32,72,0.001
lca,2021,62590.96575342466,39019.34920634921,30772.819672131147,555673.6153846154,317.25,330.5817610062893,34.797602739726024,21.692857142857143,17.10811475409836,16.012478386167146,1837.8647798742138,176.03773584905662,0.09790251572327044
lca,2022,115296.60606060606,58211.51515151515,52614.80303030303,7399,81.58333333333333,54.229166666666664,64.09893939393939,32.36303030303031,29.25090909090909,4.113333333333333,301.5565476190476,13.5,0.007464285714285714
lie,2020,0,0,1541441.8421052631,555673.6153846154,10435,0,0,0,39.972812499999996,16.012478386167146,0,0,0
lie,2021,29408.12962962963,15612.444444444445,1541441.8421052631,4511.170212765957,242.46082949308754,172.63287671232877,74.72559259259259,39.67077777777778,39.972812499999996,11.462978723404255,4386.495890410959,71.66301369863014,0.1821205479452055
lie,2022,70768.96402877697,26692.625899280574,1541441.8421052631,18778.712230215828,101.16176470588235,30.602739726027398,179.82194244604318,67.82446043165467,39.972812499999996,47.7163309352518,777.6082191780822,1.5890410958904109,0.00407945205479452
lie,2023,74302.9,26767.6,1541441.8421052631,22064.7,10435,0.9493670886075949,188.8,68.014,39.972812499999996,56.065,24.0126582278481,0,0
lka,2021,13666884.559027778,7829348.908450704,7260270.543378996,2543320.6818181816,110576.05263157895,99300.94065281899,62.599826388888886,35.86172535211268,33.255022831050226,11.648636363636363,4548.364985163204,47582.34421364985,0.2179792284866469
lka,2022,37405203.5,16748346.6,14177090.13,6479766.77,60522.07246376811,22025.38283828383,171.3307,76.7141,64.9369,29.6798,1008.8316831683169,3813.4026402640266,0.01743894389438944
lso,2021,293339.2,289132.3846153846,350584.1,555673.6153846154,10435,2778.5555555555557,12.720666666666666,12.540000000000001,15.204,16.012478386167146,1205.111111111111,2547.8350168350166,0.11058585858585859
lso,2022,1114289.111111111,940810.375,863419.4444444445,89422.28571428571,10435,1235.0684931506848,48.324444444444445,40.801249999999996,37.44555555555556,3.8785714285714286,535.9041095890411,670.4191780821918,0.029306849315068495
lso,2023,1326332.2,1010232.2,934584.8,170950.4,10435,797.8846153846154,57.518,43.812,40.53,7.412,345.9871794871795,169.74358974358975,0.007333333333333333
ltu,2020,7061,7061,1541441.8421052631,555673.6153846154,1834.5,2488.75,0.256,0.256,39.972812499999996,16.012478386167146,905,2488.75,0.09075
ltu,2021,2007822.7805555556,1106383.5444444444,972604.832853026,70223.49038461539,11545.24649859944,11178.172602739725,73.01025,40.23147222222222,35.36680115273775,2.5531089743589743,4064.698630136986,5228.5232876712325,0.19012054794520547
ltu,2022,4474090.700598802,1950498.1976047903,1873453.988023952,919345.9251497006,1291.9679487179487,1245.2301369863014,162.69092814371257,70.92580838323353,68.12419161676647,33.429820359281436,452.7917808219178,117.46027397260274,0.004257534246575343
ltu,2023,4555343.8046875,1957226.87890625,1880522.6953125,944888.890625,274.994923857868,173.27671232876713,165.6452734375,71.170859375,68.380546875,34.359140625,63,4.676712328767123,7.945205479452055e-5
ltu,2024,4604561.519083969,1958254.8091603054,1881096.1603053436,948571.0992366412,16.558139534883722,8.502202643171806,167.4348854961832,71.20946564885496,68.4,34.49,3.004405286343612,0.6123348017621145,0
lux,2020,834.3333333333334,834.3333333333334,1541441.8421052631,555673.6153846154,399.5,339.6666666666667,0.12666666666666668,0.12666666666666668,39.972812499999996,16.012478386167146,524.3333333333334,339.6666666666667,0.05266666666666667
lux,2021,513875.975975976,279302.73873873876,12687.783783783783,23028.685606060608,3271.1045751633987,2899.6246575342466,79.35081081081081,43.12897897897898,1.9586486486486487,3.555719696969697,4477.487671232877,1265.986301369863,0.19547123287671234
lux,2022,1304710.2298136647,480154.26708074537,1541441.8421052631,394648.37577639753,993.0140845070423,855.5013698630137,201.4682298136646,74.14378881987578,39.972812499999996,60.94003105590062,1321.0438356164384,52.68767123287671,0.00804931506849315
lux,2023,1373551.705882353,481929.85294117645,462702,458182.3676470588,55.589285714285715,39.57142857142857,212.09838235294117,74.41764705882353,71.45,70.75088235294118,61.107142857142854,0.6428571428571429,0
lva,2020,391.8888888888889,391.55555555555554,1.5,555673.6153846154,193.75,36.51851851851852,0.021111111111111112,0.020555555555555556,0,16.012478386167146,19.88888888888889,36.51851851851852,0.001962962962962963
lva,2021,1042515.4712328768,601180.4164383562,511440.8520547945,18299.826446280993,6995.1205479452055,6941.975342465754,56.33260273972603,32.48476712328767,27.635561643835615,0.9882920110192838,3751.087671232877,3590.564383561644,0.19405205479452056
lva,2022,2843508.54973822,1341207.052356021,1298253.3612565445,489074.3821989529,1790.3157894736842,1878.28125,153.64921465968587,72.47183246073298,70.15104712041885,26.42717277486911,1014.9427083333334,180.125,0.009807291666666667
mac,2021,324042.0188679245,232078.3473053892,171619.49696969698,555673.6153846154,3168.4080459770116,2977.021472392638,46.61264150943396,33.383832335329345,24.687636363636365,16.012478386167146,4282.358895705522,1694.3432835820895,0.243705223880597
mac,2022,1306048.665158371,580778.8027522935,543466.1933962264,227104.48979591837,1954.936170212766,2224.3315068493152,187.87171945701357,83.543623853211,78.17641509433962,32.66841836734694,3199.66301369863,494.9917808219178,0.07124109589041096
mac,2023,1797185.8666666667,678825.2666666667,640966.9333333333,477393.6666666667,10435,207.7766990291262,258.52,97.646,92.202,68.67133333333334,298.9611650485437,62.48543689320388,0.008932038834951457
mar,2021,18618826.276190475,11235665.607329844,8986013.183246072,555673.6153846154,188649.53103448276,149736.09495548962,49.70614285714286,29.995287958115185,23.989424083769634,16.012478386167146,3997.4451038575667,71505.39365079365,0.19088253968253968
mar,2022,54151994.178571425,24906044.810344826,23374038.155172415,6371558.966666667,17991,13800.48493150685,144.56714285714287,66.49,62.40103448275862,17.011,368.41917808219176,1041.8931506849315,0.0027013698630136986
mar,2023,55381801.18181818,25018884.727272727,23520369.636363637,6882408.142857143,1204,218.92537313432837,147.85090909090908,66.79045454545455,62.790454545454544,18.374285714285715,5.8059701492537314,33.97761194029851,0
mco,2020,0,1755701.5,1541441.8421052631,555673.6153846154,10435,126,0,45.03286885245902,39.972812499999996,16.012478386167146,3453,1084.4875428082191,0.027193150684931507
mco,2021,34692.16,19238.583333333332,16357.5,10598,10435,182.94647887323944,95.0708,52.72125,44.82666666666667,29.04,5013.540845070423,70.58904109589041,0.19339383561643836
mda,2021,881880.4102564103,301665.49579831935,500333.903030303,555673.6153846154,7422.780821917808,5855.784053156146,26.944051282051284,9.21689075630252,15.287030303030303,16.012478386167146,1789.1229235880398,3365.0863787375415,0.1028936877076412
mda,2022,2013382.6888888888,1092479,1030508.3370786516,317307.2,4012.2063492063494,1389.4575342465753,61.51511111111111,33.378571428571426,31.48505617977528,9.694,424.52054794520546,247.1150684931507,0.0075863013698630145
mda,2023,2285261.8,1108042.9,1077491.4,401148.5,10435,59.15406162464986,69.82000000000001,33.853,32.921,12.256,18.07002801120448,11.977591036414566,2.3529411764705883e-4
mdg,2021,251502.3,198311.05263157896,371060.6666666667,555673.6153846154,13544,3911.098712446352,0.8495,0.6705263157894737,1.2533333333333334,16.012478386167146,132.1845493562232,3251.1287553648067,0.011090128755364807
mdg,2022,1783667.6296296297,1480103.28125,1400932.8181818181,71908.75,10435,4187.717808219178,6.023333333333333,4.999375,4.7309090909090905,0.244375,141.45753424657534,3713.38904109589,0.01253972602739726
mdg,2023,2825637.611111111,2471190.2352941176,2393838.6470588236,143358.72222222222,10435,3085.5450236966826,9.542222222222222,8.34470588235294,8.084117647058823,0.48444444444444446,104.19905213270142,2826.39336492891,0.009601895734597157
mdv,2021,498729.6280701754,301000.4736842105,247100.4646017699,16390.451612903227,2855.6056910569105,2385.4006024096384,95.2142105263158,57.46480701754386,47.17464601769912,3.1283870967741936,4554.027108433735,1202.867469879518,0.22962349397590362
mdv,2022,886748.3866666667,398126.2266666667,374859.96,113762.2,2124.030303030303,444.12602739726026,169.29133333333334,76.0076,71.56586666666666,21.719066666666667,847.9753424657534,6.657534246575342,0.001263013698630137
mdv,2023,951650,399278,385136.5,167235.5,10435,2.296551724137931,181.68166666666667,76.22666666666667,73.52666666666667,31.93,4.593103448275862,0.9310344827586207,6.206896551724138e-5
mex,2020,12570.8,12570.8,1541441.8421052631,555673.6153846154,6058,2294.1428571428573,0.01,0.01,39.972812499999996,16.012478386167146,17.857142857142858,2294.1428571428573,0.0017142857142857144
mex,2021,51650634.32165605,34192760.74754098,23927837.16438356,555673.6153846154,437621.2661870504,407367.8493150685,40.509171974522296,26.81718032786885,18.766164383561645,16.012478386167146,3194.9150684931506,224387.98630136985,0.17597260273972604
mex,2022,180128392.4631579,85548421.22105263,77972340.34831461,52594355.73913044,500444.9482758621,259032.7857142857,141.2716842105263,67.09463157894737,61.15269662921348,41.25086956521739,2031.5214285714285,54431.392857142855,0.042753571428571426
mkd,2021,779344.6944444445,438335.3450704225,417896.3247863248,25486.88888888889,10892.258823529412,5530.704402515723,37.225,20.937112676056337,19.96051282051282,1.2174074074074075,2641.6509433962265,2653.4685534591194,0.12671069182389938
mkd,2022,1843343.2,853436.875,835509.2307692308,152678.25806451612,10435,286.3808219178082,88.0468,40.764375,39.908076923076926,7.292580645161291,136.74520547945207,30.59178082191781,0.0014986301369863014
mkd,2023,1862813.6666666667,854508,838116.6666666666,161605,10435,2.0866141732283463,88.97333333333333,40.81333333333333,40.03333333333333,7.72,1.0236220472440944,1,0
mli,2021,407510.1891891892,315700.1111111111,151912.48387096773,555673.6153846154,10435,3841.4057971014495,1.8032432432432433,1.3977777777777778,0.6725806451612903,16.012478386167146,170.06159420289856,3188.199275362319,0.014134057971014493
mli,2022,2704747.1944444445,1933690.6756756757,1447951.105263158,555673.6153846154,10435,9436.657534246575,11.971388888888889,8.558918918918918,6.407894736842105,16.012478386167146,417.7068493150685,6719.791780821918,0.029726027397260275
mli,2023,5253060.75,3876193.125,3188218.25,555673.6153846154,10435,10488.39552238806,23.25,17.15625,14.11,16.012478386167146,464.2985074626866,7568.149253731343,0.03344776119402985
mlt,2021,569688.2448377581,299817.78698224854,266395.9759036145,555673.6153846154,3088.258160237389,2999.0488505747126,106.82492625368731,56.22014792899408,49.953253012048194,16.012478386167146,5623.632183908046,1248.4454022988505,0.23414080459770115
mlt,2022,1296814.870422535,474165.05633802817,466276.2331460674,555673.6153846154,870.0806916426513,890.6191780821918,243.17095774647888,88.91276056338029,87.4333988764045,16.012478386167146,1670.0767123287671,98.98904109589041,0.018586301369863015
mlt,2023,1383465.238095238,478738.44444444444,471466.93548387097,484824.45454545453,106.1875,85.67123287671232,259.41873015873017,89.77031746031746,88.40645161290323,90.91181818181818,160.74794520547945,1.0712328767123287,1.7534246575342467e-4
mlt,2024,1408664.1666666667,478953,471563.4166666667,492528.75,10435,10.30379746835443,264.145,89.81,88.42333333333333,92.35583333333334,19.468354430379748,0,0
mmr,2021,12060806.956521738,7805622.545454546,5377624.421052632,555673.6153846154,3800,104986.7227138643,22.26217391304348,14.408636363636363,9.92578947368421,16.012478386167146,1937.9233038348082,60480.11504424779,0.11171091445427729
mmr,2022,48820220,26409345.28125,21657311.34375,1418472.2352941176,10435,120930.2602739726,90.1090625,48.7446875,39.972812499999996,2.618235294117647,2232.2602739726026,48560.531506849315,0.08942739726027397
mmr,2023,91466008.5,40953432,35567086.5,14945490,10435,58811.64806866953,168.82,75.58500000000001,65.645,27.585,1085.8454935622317,14408.454935622318,0.02644206008583691
mne,2021,314755.16071428574,168353.38571428572,151063.79400749065,73162.66666666667,2285.589641434263,2006.4745222929937,50.19378571428572,26.84692857142857,24.08992509363296,11.667777777777777,3199.6815286624205,904.0764331210191,0.14418789808917198
mne,2022,667725.4731707317,289871.843902439,281558.4048780488,96295.22439024391,194.96648044692736,208.48319327731093,106.48141463414635,46.22531707317073,44.9,15.356536585365854,332.47899159663865,39.94957983193277,0.006340336134453782
mng,2021,3331662.9342105263,1754237.3497942386,1772898.475,885482.3333333334,24480.403409090908,17098.785256410258,98.03701754385965,51.6201646090535,52.1691,26.055555555555554,5031.461538461538,7338.556634304207,0.2159061488673139
mng,2022,5445860.467532467,2270340.1578947366,2171496.364864865,1004047.8181818182,2177.8367346938776,1166.5869565217392,160.2487012987013,66.80631578947369,63.898378378378375,29.545194805194804,343.30434782608694,54.595419847328245,0.0016488549618320612
moz,2021,4909733.162162162,3050591.027777778,2120443.0606060605,555673.6153846154,295812,48745.327759197324,14.891621621621622,9.252777777777778,6.431818181818182,16.012478386167146,1478.4180602006688,28676.989966555186,0.08704347826086957
moz,2022,20342532.75,13335288,12337687.80952381,497082.8888888889,10435,39969.16438356164,61.70125,40.446666666666665,37.42142857142857,1.507037037037037,1211.9753424657533,27556.227397260274,0.08345205479452054
moz,2023,30981459.714285713,20036528.714285713,19470681.714285713,1540656.8333333333,10435,31748.513661202185,93.97142857142858,60.77428571428572,59.05571428571429,4.675,962.8907103825137,23280.814207650274,0.07055191256830601
mrt,2021,757950.2727272727,499242.07843137253,334498.8222222222,555673.6153846154,4931.8,6753.671428571429,16.004,10.540980392156863,7.063777777777778,16.012478386167146,1426.0035714285714,4121.271428571428,0.08708928571428572
mrt,2022,3164261.388888889,1761005.9375,1224781.90625,175926.04,10435,5962.071232876712,66.81,37.183125,25.859375,3.7148,1258.890410958904,2591.221917808219,0.054717808219178085
mrt,2023,4069570.4,2101166.5,1538385.8,383427.5,10435,29.065015479876163,85.924,44.366,32.483,8.097999999999999,5.9071207430340555,14.380804953560371,3.1578947368421053e-4
msr,2021,2302.2,1300.04,1089.2173913043478,555673.6153846154,10435,9.693251533742332,52.168,29.46,24.682608695652174,16.012478386167146,2196.4907975460123,5.134969325153374,0.11638343558282209
